Emp_ID,Name,Age,Salary (INR),Experience (Years),City,Department,Performance Rating
391,Suresh Choudhary,46,,26.0,Pune,Sales,3.6
392,Meera Nair,36,,9.0,Bangalore,Sales,3.7
393,Riya Gupta,45,884220.0,,Hyderabad,Marketing,4.5
394,Gopal Das,40,,5.0,Delhi,Finance,3.5
395,Arjun Pandey,34,,,Delhi,Marketing,4.3
396,Arjun Pandey,52,,,Jaipur,Sales,4.5
397,Pankaj Mishra,51,,22.0,Kolkata,HR,4.0
398,Sunil Kumar,39,,,Kochi,Marketing,4.7
399,Sunil Kumar,35,350613.0,10.0,Hyderabad,Sales,4.0
400,Manish Khanna,34,772283.0,inf,Pune,Finance,
401,Swati Joshi,33,393656.0,,Hyderabad,HR,4.0
402,Meera Nair,25,,3.0,Bangalore,Marketing,4.7
403,Amit Sharma,59,1431994.0,6.0,Pune,HR,3.7
404,Vinod Iyer,31,,2.0,Mumbai,Management,4.9
405,Sneha Tiwari,56,,,Pune,Management,4.5
406,Vinod Iyer,48,621083.0,,Pune,Finance,3.7
407,Neha Kapoor,48,277790.0,,Mumbai,Marketing,4.3
408,Anjali Saxena,37,,,Pune,Management,4.2
409,Riya Gupta,23,,,Kochi,Finance,3.5
410,Sunil Kumar,43,,,Kolkata,Operations,3.9
411,Arjun Pandey,58,,,Chennai,Operations,4.9
412,Riya Gupta,58,776783.0,3.0,Pune,IT,4.6
413,Vinod Iyer,32,,,Mumbai,HR,4.3
414,Anjali Saxena,34,1139337.0,,Jaipur,Management,
415,Alok Mehta,52,277957.0,31.0,Kolkata,Finance,4.0
416,Ramesh Patil,48,316906.0,20.0,Mumbai,Operations,3.7
417,Amit Sharma,36,489893.0,14.0,Hyderabad,Operations,4.5
418,Suresh Choudhary,22,,1.0,Chennai,Finance,5.0
419,Meera Nair,30,,,Pune,Sales,4.7
420,Kavita Yadav,56,2048634.0,,Kochi,Operations,3.5
421,Swati Joshi,57,1922808.0,,Bangalore,Management,4.7
422,Alok Mehta,42,,1.0,Bangalore,Finance,4.4
423,Manish Khanna,24,,4.0,Delhi,HR,3.5
424,Rajesh Verma,54,,30.0,Delhi,Finance,3.5
425,Gopal Das,46,815837.0,15.0,Mumbai,HR,4.9
426,Vinod Iyer,37,,,Kolkata,Finance,4.0
427,Anjali Saxena,23,,,Hyderabad,Management,4.1
428,Sunil Kumar,42,687971.0,,Hyderabad,Finance,
429,Riya Gupta,34,,,Mumbai,IT,
430,Alok Mehta,52,,,Kochi,Operations,4.1
431,Suresh Choudhary,25,,,Kochi,HR,3.7
432,Vinod Iyer,22,,,Hyderabad,Marketing,4.5
433,Gopal Das,57,1765123.0,,Mumbai,Marketing,4.4
434,Swati Joshi,38,,,Kolkata,Operations,4.6
435,Amit Sharma,36,1336758.0,,Kolkata,IT,5.0
436,Sunil Kumar,25,,,Delhi,Finance,4.0
437,Amit Sharma,33,212431.0,13.0,Mumbai,IT,
438,Amit Sharma,36,25724.0,,Kochi,Sales,
439,Sunil Kumar,50,718320.0,0.0,Kochi,Management,4.5
440,Amit Sharma,32,,,Bangalore,Operations,4.0
441,Alok Mehta,43,153053.0,22.0,Bangalore,HR,4.3
442,Deepika Reddy,22,1269026.0,,Bangalore,Sales,4.2
443,Vinod Iyer,44,,23.0,Kochi,Marketing,4.4
444,Rajesh Verma,56,1589665.0,2.0,Kolkata,HR,4.9
445,Pankaj Mishra,46,,17.0,Mumbai,Management,3.8
446,Gopal Das,32,1463110.0,4.0,Kochi,Management,3.9
447,Deepika Reddy,28,,1.0,Mumbai,Finance,4.2
448,Ramesh Patil,37,,6.0,Chennai,Sales,4.1
449,Neha Kapoor,50,,,Mumbai,Operations,
450,Sneha Tiwari,33,495243.0,12.0,Kochi,Operations,3.8
451,Riya Gupta,43,,0.0,Jaipur,Finance,3.6
452,Meera Nair,27,489436.0,0.0,Jaipur,Management,4.8
453,Riya Gupta,56,1555417.0,,Chennai,Sales,4.6
454,Suresh Choudhary,28,,5.0,Kochi,HR,4.6
455,Gopal Das,51,,,Kolkata,HR,4.8
456,Manish Khanna,48,,,Hyderabad,HR,4.7
457,Meera Nair,26,,,Kolkata,Management,4.9
458,Anjali Saxena,47,2036088.0,3.0,Bangalore,IT,3.7
459,Vinod Iyer,47,1489272.0,,Jaipur,Management,4.6
460,Meera Nair,49,1850958.0,,Pune,IT,4.3
461,Sunil Kumar,57,795451.0,31.0,Hyderabad,Marketing,4.0
462,Suresh Choudhary,24,,,Bangalore,Sales,
463,Manish Khanna,51,1703999.0,,Kochi,IT,3.7
464,Gopal Das,43,,,Mumbai,Finance,3.6
465,Manish Khanna,32,1673803.0,,Delhi,Management,3.5
466,Riya Gupta,59,,,Delhi,HR,4.3
467,Manish Khanna,40,597827.0,3.0,Pune,HR,5.0
468,Anjali Saxena,37,,12.0,Jaipur,Sales,3.7
469,Rajesh Verma,49,165506.0,inf,Pune,Marketing,4.7
470,Neha Kapoor,54,696759.0,,Delhi,Finance,4.4
471,Alok Mehta,37,1032851.0,3.0,Bangalore,IT,4.0
472,Arjun Pandey,28,,5.0,Kochi,Finance,4.3
473,Riya Gupta,23,712524.0,1.0,Hyderabad,HR,
474,Neha Kapoor,43,,7.0,Jaipur,Management,4.6
475,Rohit Bansal,56,,1.0,Pune,Operations,3.8
476,Rajesh Verma,22,,,Hyderabad,Finance,4.8
477,Sunil Kumar,31,,10.0,Delhi,Operations,3.9
478,Samer Desai,28,inf,0.0,Mumbai,Marketing,3.7
479,Samer Desai,53,,,Mumbai,Sales,4.4
480,Suresh Choudhary,39,595846.0,,Pune,Sales,4.2
481,Ramesh Patil,46,,19.0,Delhi,Marketing,4.0
482,Amit Sharma,33,1168699.0,12.0,Kolkata,Management,4.4
483,Rajesh Verma,27,inf,,Hyderabad,Operations,4.7
484,Priya Singh,22,280586.0,2.0,Kolkata,Sales,3.5
485,Riya Gupta,41,213860.0,,Kochi,Management,3.7
486,Anjali Saxena,42,,,Jaipur,Marketing,4.5
487,Rajesh Verma,41,,10.0,Kochi,HR,4.5
488,Anjali Saxena,51,,,Kochi,Management,3.8
489,Vinod Iyer,40,,3.0,Hyderabad,Finance,4.0
490,Sunil Kumar,38,984928.0,14.0,Kolkata,Management,3.6
491,Samer Desai,28,753558.0,,Mumbai,Management,4.3
492,Samer Desai,53,1176262.0,,Bangalore,Management,4.6
493,Kavita Yadav,55,,10.0,Pune,HR,4.6
494,Swati Joshi,29,1040281.0,,Kochi,Management,4.0
495,Samer Desai,32,,11.0,Chennai,HR,5.0
496,Anjali Saxena,56,636358.0,inf,Jaipur,Finance,3.9
497,Deepika Reddy,39,,,Pune,HR,4.9
498,Swati Joshi,50,951286.0,21.0,Hyderabad,Finance,3.8
499,Manish Khanna,45,,,Delhi,Finance,4.2
500,Samer Desai,55,,inf,Pune,HR,3.6
501,Arjun Pandey,42,inf,15.0,Bangalore,Marketing,4.8
502,Gopal Das,50,1479669.0,,Hyderabad,Management,4.2
503,Kavita Yadav,31,1506872.0,,Chennai,Management,4.1
504,Riya Gupta,26,,,Hyderabad,Finance,3.7
505,Riya Gupta,55,1865797.0,,Pune,Management,4.0
506,Pankaj Mishra,32,1505128.0,,Jaipur,Marketing,4.9
507,Manish Khanna,59,1501824.0,13.0,Kolkata,Sales,4.1
508,Arjun Pandey,25,,,Pune,Marketing,3.9
509,Samer Desai,57,,,Jaipur,IT,4.3
510,Riya Gupta,55,,inf,Chennai,Sales,3.9
511,Sunil Kumar,43,,6.0,Jaipur,Management,3.8
512,Neha Kapoor,57,339605.0,,Mumbai,Sales,5.0
513,Arjun Pandey,32,979740.0,10.0,Kochi,Marketing,4.8
514,Kavita Yadav,54,,32.0,Mumbai,IT,3.6
515,Amit Sharma,22,,2.0,Mumbai,Management,4.1
516,Sneha Tiwari,26,,2.0,Kolkata,Management,3.8
517,Priya Singh,34,1670949.0,,Delhi,HR,4.5
518,Alok Mehta,31,,,Bangalore,IT,4.0
519,Kavita Yadav,56,,33.0,Delhi,Finance,5.0
520,Deepika Reddy,52,1391162.0,,Kolkata,HR,4.4
521,Suresh Choudhary,52,378031.0,11.0,Kochi,Sales,4.3
522,Gopal Das,48,,15.0,Delhi,HR,4.6
523,Samer Desai,38,614769.0,7.0,Kolkata,HR,4.7
524,Pankaj Mishra,29,,2.0,Delhi,IT,4.3
525,Rohit Bansal,57,100451.0,,Bangalore,Sales,4.9
526,Meera Nair,59,612604.0,9.0,Mumbai,Marketing,4.9
527,Ramesh Patil,47,,9.0,Mumbai,Finance,3.8
528,Vinod Iyer,29,,,Jaipur,Marketing,5.0
529,Gopal Das,28,573091.0,,Kochi,IT,3.7
530,Kavita Yadav,42,,,Delhi,Operations,4.4
531,Amit Sharma,59,,,Chennai,Management,4.3
532,Deepika Reddy,38,,,Mumbai,Marketing,5.0
533,Kavita Yadav,55,,3.0,Kolkata,Sales,3.9
534,Meera Nair,47,,2.0,Kochi,Sales,3.9
535,Neha Kapoor,40,,7.0,Hyderabad,Finance,4.7
536,Deepika Reddy,39,,,Jaipur,Operations,3.9
537,Arjun Pandey,36,1186452.0,3.0,Kolkata,HR,4.7
538,Meera Nair,53,983154.0,,Kolkata,Management,3.7
539,Neha Kapoor,41,852211.0,6.0,Pune,Marketing,4.2
540,Rajesh Verma,35,,,Pune,Sales,4.8
