Emp_ID,Name,Age,Salary (INR),Experience (Years),City,Department,Performance Rating
322,Anjali Saxena,34,1173618.0,1.0,Jaipur,Management,3.9
324,Neha Kapoor,24,2121020.0,,Jaipur,Sales,4.3
326,Sunil Kumar,43,1725004.0,,Delhi,Marketing,3.9
327,Sunil Kumar,22,1459760.0,0.0,Kolkata,Sales,3.9
328,Deepika Reddy,25,323497.0,,Pune,Management,4.2
331,Neha Kapoor,27,790313.0,,Bangalore,Management,4.5
332,Kavita Yadav,35,1406235.0,8.0,Bangalore,Sales,4.2
333,Deepika Reddy,47,1432764.0,17.0,Bangalore,Sales,4.8
334,Neha Kapoor,57,1409094.0,,Delhi,Sales,4.1
337,Alok Mehta,55,1531865.0,,Bangalore,IT,4.0
339,Riya Gupta,59,800781.0,3.0,Bangalore,Operations,4.2
341,Vinod Iyer,24,793219.0,3.0,Kochi,Management,4.1
344,Vinod Iyer,49,791420.0,,Jaipur,IT,3.9
345,Sneha Tiwari,38,459455.0,,Hyderabad,Finance,4.3
347,Gopal Das,27,210257.0,5.0,Delhi,Finance,3.8
348,Alok Mehta,53,524260.0,,Delhi,Management,4.3
349,Riya Gupta,51,1399798.0,,Kochi,Sales,3.5
350,Pankaj Mishra,54,1891819.0,,Chennai,Finance,3.7
353,Vinod Iyer,41,176054.0,5.0,Mumbai,Marketing,3.5
355,Ramesh Patil,37,1231652.0,10.0,Kochi,Management,4.5
356,Pankaj Mishra,52,1162084.0,23.0,Bangalore,Sales,3.9
357,Alok Mehta,42,1452895.0,5.0,Bangalore,Operations,4.9
358,Anjali Saxena,43,2015755.0,5.0,Kolkata,Finance,4.1
360,Neha Kapoor,52,1935684.0,31.0,Kochi,Finance,3.7
361,Neha Kapoor,39,154464.0,14.0,Kochi,Sales,3.9
364,Swati Joshi,24,2079450.0,,Pune,IT,4.0
367,Anjali Saxena,40,566197.0,,Mumbai,Operations,3.7
369,Arjun Pandey,59,93304.0,24.0,Chennai,Sales,3.9
370,Sunil Kumar,43,386601.0,,Kolkata,HR,4.8
372,Amit Sharma,22,195466.0,,Kolkata,Operations,4.4
374,Manish Khanna,37,1531006.0,,Kochi,Sales,3.8
375,Gopal Das,49,1308560.0,20.0,Hyderabad,Finance,4.5
377,Arjun Pandey,45,1636075.0,,Bangalore,Operations,4.1
378,Manish Khanna,30,1426272.0,2.0,Jaipur,Finance,4.6
380,Anjali Saxena,36,1545334.0,,Delhi,Management,4.6
381,Manish Khanna,50,1098502.0,,Chennai,HR,4.6
383,Priya Singh,42,61953.0,,Kochi,Finance,3.7
384,Suresh Choudhary,38,1710626.0,,Chennai,Finance,4.4
385,Priya Singh,37,695798.0,4.0,Kolkata,Marketing,4.0
387,Alok Mehta,48,689323.0,,Mumbai,Operations,3.5
388,Kavita Yadav,41,590819.0,,Kochi,Management,4.3
393,Riya Gupta,45,884220.0,,Hyderabad,Marketing,4.5
399,Sunil Kumar,35,350613.0,10.0,Hyderabad,Sales,4.0
400,Manish Khanna,34,772283.0,,Pune,Finance,4.3
401,Swati Joshi,33,393656.0,,Hyderabad,HR,4.0
403,Amit Sharma,59,1431994.0,6.0,Pune,HR,3.7
406,Vinod Iyer,48,621083.0,,Pune,Finance,3.7
407,Neha Kapoor,48,277790.0,,Mumbai,Marketing,4.3
412,Riya Gupta,58,776783.0,3.0,Pune,IT,4.6
414,Anjali Saxena,34,1139337.0,,Jaipur,Management,4.3
415,Alok Mehta,52,277957.0,31.0,Kolkata,Finance,4.0
416,Ramesh Patil,48,316906.0,20.0,Mumbai,Operations,3.7
417,Amit Sharma,36,489893.0,14.0,Hyderabad,Operations,4.5
420,Kavita Yadav,56,2048634.0,,Kochi,Operations,3.5
421,Swati Joshi,57,1922808.0,,Bangalore,Management,4.7
425,Gopal Das,46,815837.0,15.0,Mumbai,HR,4.9
428,Sunil Kumar,42,687971.0,,Hyderabad,Finance,4.3
433,Gopal Das,57,1765123.0,,Mumbai,Marketing,4.4
435,Amit Sharma,36,1336758.0,,Kolkata,IT,5.0
437,Amit Sharma,33,212431.0,13.0,Mumbai,IT,4.3
438,Amit Sharma,36,25724.0,,Kochi,Sales,4.3
439,Sunil Kumar,50,718320.0,0.0,Kochi,Management,4.5
441,Alok Mehta,43,153053.0,22.0,Bangalore,HR,4.3
442,Deepika Reddy,22,1269026.0,,Bangalore,Sales,4.2
444,Rajesh Verma,56,1589665.0,2.0,Kolkata,HR,4.9
446,Gopal Das,32,1463110.0,4.0,Kochi,Management,3.9
450,Sneha Tiwari,33,495243.0,12.0,Kochi,Operations,3.8
452,Meera Nair,27,489436.0,0.0,Jaipur,Management,4.8
453,Riya Gupta,56,1555417.0,,Chennai,Sales,4.6
458,Anjali Saxena,47,2036088.0,3.0,Bangalore,IT,3.7
459,Vinod Iyer,47,1489272.0,,Jaipur,Management,4.6
460,Meera Nair,49,1850958.0,,Pune,IT,4.3
461,Sunil Kumar,57,795451.0,31.0,Hyderabad,Marketing,4.0
463,Manish Khanna,51,1703999.0,,Kochi,IT,3.7
465,Manish Khanna,32,1673803.0,,Delhi,Management,3.5
467,Manish Khanna,40,597827.0,3.0,Pune,HR,5.0
469,Rajesh Verma,49,165506.0,,Pune,Marketing,4.7
470,Neha Kapoor,54,696759.0,,Delhi,Finance,4.4
471,Alok Mehta,37,1032851.0,3.0,Bangalore,IT,4.0
473,Riya Gupta,23,712524.0,1.0,Hyderabad,HR,4.3
480,Suresh Choudhary,39,595846.0,,Pune,Sales,4.2
482,Amit Sharma,33,1168699.0,12.0,Kolkata,Management,4.4
484,Priya Singh,22,280586.0,2.0,Kolkata,Sales,3.5
485,Riya Gupta,41,213860.0,,Kochi,Management,3.7
490,Sunil Kumar,38,984928.0,14.0,Kolkata,Management,3.6
491,Samer Desai,28,753558.0,,Mumbai,Management,4.3
492,Samer Desai,53,1176262.0,,Bangalore,Management,4.6
494,Swati Joshi,29,1040281.0,,Kochi,Management,4.0
496,Anjali Saxena,56,636358.0,,Jaipur,Finance,3.9
498,Swati Joshi,50,951286.0,21.0,Hyderabad,Finance,3.8
502,Gopal Das,50,1479669.0,,Hyderabad,Management,4.2
503,Kavita Yadav,31,1506872.0,,Chennai,Management,4.1
505,Riya Gupta,55,1865797.0,,Pune,Management,4.0
506,Pankaj Mishra,32,1505128.0,,Jaipur,Marketing,4.9
507,Manish Khanna,59,1501824.0,13.0,Kolkata,Sales,4.1
512,Neha Kapoor,57,339605.0,,Mumbai,Sales,5.0
513,Arjun Pandey,32,979740.0,10.0,Kochi,Marketing,4.8
517,Priya Singh,34,1670949.0,,Delhi,HR,4.5
520,Deepika Reddy,52,1391162.0,,Kolkata,HR,4.4
521,Suresh Choudhary,52,378031.0,11.0,Kochi,Sales,4.3
523,Samer Desai,38,614769.0,7.0,Kolkata,HR,4.7
525,Rohit Bansal,57,100451.0,,Bangalore,Sales,4.9
526,Meera Nair,59,612604.0,9.0,Mumbai,Marketing,4.9
529,Gopal Das,28,573091.0,,Kochi,IT,3.7
537,Arjun Pandey,36,1186452.0,3.0,Kolkata,HR,4.7
538,Meera Nair,53,983154.0,,Kolkata,Management,3.7
539,Neha Kapoor,41,852211.0,6.0,Pune,Marketing,4.2
541,Sunil Kumar,24,2131713.0,4.0,Hyderabad,Finance,4.3
542,Alok Mehta,49,1370107.0,,Chennai,Marketing,4.6
543,Priya Singh,48,1994995.0,28.0,Kochi,Sales,3.5
551,Alok Mehta,50,2044856.0,21.0,Jaipur,IT,3.9
552,Neha Kapoor,49,1856392.0,2.0,Kolkata,Operations,3.5
556,Kavita Yadav,26,1523456.0,1.0,Mumbai,Marketing,4.3
557,Riya Gupta,24,790946.0,,Pune,Management,4.5
559,Suresh Choudhary,43,1941660.0,,Kochi,IT,3.7
561,Sunil Kumar,42,1818008.0,21.0,Jaipur,Marketing,3.9
562,Rajesh Verma,52,1936002.0,,Hyderabad,Finance,3.9
564,Swati Joshi,33,724729.0,6.0,Pune,Marketing,4.6
565,Rohit Bansal,32,1495449.0,11.0,Jaipur,Marketing,3.7
566,Rohit Bansal,27,2115336.0,,Pune,Operations,4.1
567,Deepika Reddy,37,1693719.0,16.0,Delhi,Operations,3.6
568,Rohit Bansal,48,1537820.0,,Jaipur,Finance,4.6
569,Suresh Choudhary,32,1206177.0,,Kochi,Operations,3.8
571,Suresh Choudhary,23,282387.0,,Pune,IT,3.6
572,Swati Joshi,28,753125.0,,Hyderabad,Marketing,4.8
573,Swati Joshi,42,1144493.0,,Kochi,IT,3.6
575,Pankaj Mishra,40,309272.0,,Bangalore,IT,3.8
576,Arjun Pandey,48,173225.0,1.0,Pune,Marketing,4.1
577,Vinod Iyer,23,547301.0,1.0,Kochi,Finance,4.4
578,Vinod Iyer,56,398835.0,7.0,Mumbai,Operations,4.4
579,Swati Joshi,50,1372695.0,5.0,Chennai,Management,3.7
581,Gopal Das,45,1498066.0,20.0,Chennai,Management,5.0
584,Anjali Saxena,41,1953348.0,15.0,Mumbai,Finance,5.0
585,Sneha Tiwari,34,125738.0,,Kochi,Management,5.0
588,Sneha Tiwari,55,1406143.0,,Chennai,Management,4.5
589,Anjali Saxena,34,1008540.0,14.0,Jaipur,Finance,3.6
591,Sneha Tiwari,24,552981.0,,Pune,Sales,4.7
594,Riya Gupta,47,475082.0,21.0,Kolkata,Marketing,3.5
596,Swati Joshi,33,1126350.0,,Jaipur,Management,3.6
597,Swati Joshi,26,505530.0,2.0,Kochi,Finance,5.0
599,Kavita Yadav,22,2037866.0,2.0,Kolkata,Marketing,4.0
603,Pankaj Mishra,54,2061384.0,,Delhi,Marketing,3.9
610,Suresh Choudhary,32,892962.0,,Bangalore,IT,4.4
614,Vinod Iyer,44,1658397.0,20.0,Kochi,HR,3.9
615,Samer Desai,36,28822.0,,Chennai,Finance,4.7
617,Gopal Das,43,1744764.0,,Jaipur,IT,4.2
618,Amit Sharma,50,1049104.0,26.0,Kolkata,Sales,3.5
620,Ramesh Patil,47,2049907.0,11.0,Jaipur,Marketing,4.2
622,Alok Mehta,46,220102.0,16.0,Kolkata,Finance,4.3
623,Vinod Iyer,51,800911.0,1.0,Kochi,Marketing,4.4
624,Alok Mehta,58,841008.0,36.0,Mumbai,Management,4.9
625,Amit Sharma,32,949682.0,,Chennai,Finance,4.9
626,Alok Mehta,34,1639695.0,,Chennai,IT,4.3
629,Suresh Choudhary,30,2024766.0,,Pune,Operations,4.3
631,Meera Nair,46,1492994.0,,Delhi,Management,4.6
635,Meera Nair,29,1932420.0,5.0,Kolkata,Finance,3.9
637,Ramesh Patil,46,514539.0,,Kolkata,IT,4.6
638,Riya Gupta,56,1088572.0,24.0,Bangalore,Sales,4.2
639,Priya Singh,32,735004.0,1.0,Pune,Finance,3.8
641,Sunil Kumar,27,786426.0,,Delhi,Management,4.4
642,Neha Kapoor,36,510611.0,,Bangalore,IT,3.9
644,Meera Nair,55,358828.0,,Kolkata,Management,4.7
645,Samer Desai,29,1868828.0,,Mumbai,Management,4.3
646,Samer Desai,33,1109895.0,,Delhi,Management,3.9
648,Pankaj Mishra,52,307580.0,5.0,Pune,Sales,4.3
651,Priya Singh,31,609628.0,,Delhi,IT,4.3
652,Amit Sharma,23,363348.0,,Bangalore,Finance,4.0
656,Meera Nair,36,1690222.0,10.0,Chennai,IT,4.2
658,Deepika Reddy,49,122459.0,2.0,Pune,Operations,4.3
661,Alok Mehta,57,1606655.0,,Bangalore,Sales,4.4
662,Sneha Tiwari,37,1763222.0,12.0,Pune,Management,4.0
665,Rohit Bansal,47,1460387.0,20.0,Pune,Finance,3.9
667,Anjali Saxena,50,2088692.0,20.0,Mumbai,Marketing,3.5
674,Gopal Das,30,1528350.0,6.0,Chennai,Marketing,3.8
675,Suresh Choudhary,50,829502.0,,Pune,Marketing,5.0
676,Ramesh Patil,43,1845939.0,23.0,Kolkata,Finance,4.3
677,Gopal Das,55,1564480.0,,Hyderabad,Sales,5.0
680,Deepika Reddy,27,726567.0,0.0,Jaipur,Marketing,4.7
681,Priya Singh,57,855282.0,11.0,Kochi,HR,4.1
683,Meera Nair,25,1342465.0,,Chennai,Marketing,4.6
684,Swati Joshi,43,1379825.0,19.0,Kochi,Marketing,3.6
686,Gopal Das,27,727829.0,0.0,Pune,Sales,4.7
688,Deepika Reddy,41,558096.0,,Chennai,Sales,4.5
689,Swati Joshi,56,718601.0,,Kolkata,Sales,4.9
692,Sunil Kumar,37,698954.0,,Bangalore,Management,3.8
695,Sunil Kumar,35,1931858.0,,Hyderabad,Management,4.0
699,Gopal Das,31,845464.0,,Hyderabad,Sales,4.3
700,Deepika Reddy,52,95099.0,,Kolkata,Finance,4.4
703,Sneha Tiwari,35,1429537.0,3.0,Delhi,Sales,4.3
704,Alok Mehta,30,930640.0,5.0,Chennai,Operations,4.7
708,Swati Joshi,40,175984.0,1.0,Pune,Sales,3.7
711,Rohit Bansal,33,120869.0,,Pune,Marketing,5.0
717,Alok Mehta,35,1649439.0,,Jaipur,Sales,3.9
719,Meera Nair,23,1557585.0,,Kochi,Management,4.1
720,Riya Gupta,41,63300.0,,Pune,Operations,4.2
722,Kavita Yadav,35,790223.0,4.0,Bangalore,IT,5.0
725,Amit Sharma,41,1436115.0,20.0,Pune,Sales,3.7
726,Suresh Choudhary,50,1057560.0,27.0,Kolkata,IT,5.0
727,Manish Khanna,28,1558067.0,6.0,Kochi,Sales,3.9
729,Manish Khanna,45,1582515.0,8.0,Chennai,Marketing,4.3
730,Anjali Saxena,25,1230585.0,2.0,Delhi,Operations,4.2
731,Meera Nair,44,1942733.0,,Kochi,HR,3.8
735,Kavita Yadav,29,178361.0,,Bangalore,Management,4.3
736,Gopal Das,54,2078043.0,7.0,Hyderabad,Finance,4.6
740,Neha Kapoor,45,128551.0,25.0,Kolkata,Finance,4.4
741,Vinod Iyer,42,357393.0,,Hyderabad,Operations,4.2
742,Rohit Bansal,22,2109074.0,,Jaipur,Finance,4.7
743,Vinod Iyer,28,2186374.0,5.0,Delhi,HR,4.3
744,Gopal Das,33,1791295.0,10.0,Mumbai,Sales,3.7
745,Gopal Das,29,1816972.0,,Kochi,Management,4.5
748,Arjun Pandey,52,483291.0,,Chennai,Sales,3.8
750,Rohit Bansal,35,879455.0,,Chennai,Finance,4.4
752,Ramesh Patil,42,2153759.0,12.0,Chennai,Operations,3.9
754,Suresh Choudhary,57,1641059.0,,Pune,Marketing,3.8
755,Meera Nair,45,260129.0,,Delhi,Sales,3.7
756,Manish Khanna,51,83539.0,,Kochi,Operations,4.8
757,Gopal Das,47,2103697.0,,Jaipur,IT,3.9
758,Pankaj Mishra,23,442446.0,0.0,Mumbai,Management,4.3
760,Ramesh Patil,31,2168134.0,,Kochi,Sales,3.9
762,Riya Gupta,57,1705102.0,,Hyderabad,Sales,4.9
763,Ramesh Patil,51,1706023.0,2.0,Bangalore,IT,4.9
764,Rajesh Verma,22,1733258.0,0.0,Delhi,HR,4.3
766,Sneha Tiwari,24,2088166.0,,Kochi,Management,3.5
768,Ramesh Patil,51,595169.0,,Hyderabad,Operations,4.9
769,Meera Nair,54,1923856.0,23.0,Delhi,Sales,4.2
772,Manish Khanna,23,1104788.0,1.0,Jaipur,Marketing,4.8
776,Arjun Pandey,47,98523.0,,Pune,Marketing,4.9
777,Amit Sharma,31,148307.0,,Kolkata,Finance,4.8
778,Rajesh Verma,26,2159106.0,0.0,Delhi,Marketing,4.2
779,Rohit Bansal,42,972800.0,,Hyderabad,Sales,5.0
782,Arjun Pandey,33,153740.0,,Pune,HR,3.8
784,Priya Singh,23,854144.0,,Mumbai,Management,3.7
786,Arjun Pandey,57,974925.0,34.0,Kolkata,Operations,4.6
790,Anjali Saxena,31,1869072.0,,Kochi,Marketing,3.5
795,Neha Kapoor,56,1448170.0,8.0,Kolkata,Sales,4.2
796,Vinod Iyer,59,1888210.0,,Mumbai,Finance,4.1
797,Priya Singh,58,444180.0,19.0,Hyderabad,Marketing,3.5
801,Rohit Bansal,39,2131380.0,,Delhi,Management,3.7
807,Swati Joshi,47,1605766.0,,Delhi,Sales,4.4
810,Riya Gupta,22,406750.0,,Hyderabad,Sales,4.2
812,Manish Khanna,50,1334320.0,1.0,Hyderabad,Operations,3.6
817,Arjun Pandey,25,124184.0,,Kochi,HR,4.9
819,Rohit Bansal,44,343069.0,,Bangalore,Management,3.9
820,Meera Nair,56,1531311.0,,Bangalore,Management,4.5
821,Priya Singh,27,254036.0,3.0,Chennai,Management,4.2
823,Priya Singh,23,616808.0,,Chennai,Operations,4.2
827,Suresh Choudhary,27,465981.0,4.0,Kolkata,Finance,5.0
828,Deepika Reddy,52,1853924.0,,Kolkata,Finance,4.3
829,Deepika Reddy,25,511079.0,,Jaipur,Marketing,4.1
831,Alok Mehta,35,884758.0,2.0,Kochi,HR,4.8
834,Samer Desai,34,1901609.0,9.0,Bangalore,Marketing,4.5
835,Amit Sharma,43,613638.0,17.0,Delhi,Sales,4.3
837,Rajesh Verma,32,341263.0,,Delhi,Operations,4.8
839,Manish Khanna,33,976451.0,12.0,Delhi,Operations,4.3
845,Rohit Bansal,57,2140090.0,,Hyderabad,Sales,4.2
846,Meera Nair,48,233414.0,,Kolkata,HR,3.9
849,Priya Singh,52,1742424.0,24.0,Hyderabad,Management,4.2
850,Samer Desai,47,355523.0,,Pune,Finance,4.5
851,Rajesh Verma,58,1250571.0,,Delhi,Finance,4.5
852,Arjun Pandey,39,1225559.0,,Chennai,Finance,4.7
853,Manish Khanna,48,291817.0,,Pune,HR,4.4
854,Priya Singh,58,567363.0,16.0,Pune,HR,4.2
856,Samer Desai,50,1545815.0,21.0,Delhi,Operations,4.3
857,Pankaj Mishra,41,1446680.0,,Jaipur,Finance,4.7
860,Amit Sharma,31,239920.0,11.0,Delhi,Sales,3.8
862,Samer Desai,42,391307.0,,Bangalore,IT,4.6
865,Amit Sharma,44,1364911.0,19.0,Bangalore,Operations,4.1
870,Sneha Tiwari,27,1357474.0,,Delhi,Management,4.0
872,Suresh Choudhary,51,950736.0,,Chennai,HR,4.8
874,Priya Singh,23,2036052.0,,Jaipur,HR,4.3
877,Vinod Iyer,59,1806494.0,27.0,Hyderabad,Operations,3.5
878,Riya Gupta,48,421855.0,,Delhi,Sales,4.8
880,Sneha Tiwari,44,1514115.0,,Kochi,Sales,4.5
881,Rajesh Verma,34,357230.0,,Hyderabad,Finance,4.0
882,Arjun Pandey,52,653729.0,,Kochi,Operations,3.7
883,Priya Singh,46,105291.0,,Hyderabad,HR,5.0
884,Rohit Bansal,57,167608.0,,Mumbai,HR,3.9
885,Pankaj Mishra,41,1571679.0,1.0,Kochi,Management,4.1
886,Arjun Pandey,33,987939.0,2.0,Delhi,Management,4.9
887,Swati Joshi,56,824224.0,,Mumbai,Marketing,3.7
889,Sunil Kumar,43,1658109.0,21.0,Pune,IT,4.2
890,Priya Singh,43,899871.0,,Mumbai,HR,3.6
894,Ramesh Patil,40,1460309.0,6.0,Bangalore,HR,4.1
895,Rajesh Verma,32,598773.0,7.0,Kochi,Operations,4.7
896,Rajesh Verma,48,51664.0,21.0,Kochi,Finance,3.9
898,Rohit Bansal,22,294934.0,2.0,Hyderabad,IT,4.8
899,Vinod Iyer,28,620075.0,3.0,Mumbai,HR,3.9
900,Arjun Pandey,51,523912.0,14.0,Kolkata,Marketing,3.9
902,Suresh Choudhary,36,1817066.0,10.0,Kolkata,Finance,3.8
907,Ramesh Patil,59,1963307.0,3.0,Mumbai,Operations,3.5
909,Samer Desai,55,1223532.0,33.0,Chennai,HR,3.7
910,Sunil Kumar,56,685805.0,8.0,Chennai,Management,4.6
911,Arjun Pandey,40,652695.0,12.0,Hyderabad,Marketing,4.5
914,Riya Gupta,31,800493.0,7.0,Chennai,Management,4.4
915,Sneha Tiwari,53,478925.0,29.0,Bangalore,Sales,4.8
917,Swati Joshi,23,419229.0,,Kochi,Management,4.6
918,Deepika Reddy,49,1499054.0,3.0,Delhi,Sales,4.7
921,Priya Singh,26,765192.0,,Mumbai,HR,5.0
